ID,MARKETING_CODE,STATUS_PANTINUM,STATUS_GOLD,STATUS_SILVER,NUM_DEAL,LAST_DEAL,ADVANCE_PURCHASE,FARE_L_Y1,FARE_L_Y2,FARE_L_Y3,FARE_L_Y4,FARE_L_Y5,KM_L_Y1,KM_L_Y2,KM_L_Y3,KM_L_Y4,KM_L_Y5,CHANGE_CAR,DELAYED_CAR,CALL_CENTER_FLAG,VIP_SERVICE,BUYER_FLAG
248,4,0,0,0,4,36,19,130,127,140,137,132,173,160.8,210.8,174,147.8,0,0,0,0,0
249,3,0,0,0,4,40,20,142,126,138,140,149,86.4,64.3,158.2,202.7,173.9,0,0,0,0,0
250,2,0,1,0,3,112,25,321,330,330,322,325,344.1,325.8,312.5,342.5,335.4,0,0,0,1,0
251,4,0,0,0,4,40,17,149,144,142,142,137,118.9,145,109.9,131.7,144.1,0,0,0,0,0
252,3,0,1,0,7,56,25,376,367,378,371,375,393.5,363.9,396.1,371.4,390.6,0,0,0,1,0
253,3,0,0,0,2,64,18,123,120,124,125,130,148.8,164.7,164,197.1,158.7,0,0,0,0,0
254,5,0,0,0,2,84,23,166,169,174,172,169,185.2,166.2,157.9,192.2,165.1,0,0,0,0,0
255,3,0,0,0,4,36,16,129,139,148,140,151,111.3,124.4,98.5,135.5,194.5,0,0,0,0,0
256,1,0,0,1,5,36,24,169,169,173,174,178,272.3,235.1,195.2,168.9,179.1,0,0,0,0,0
257,1,0,0,0,3,52,16,154,137,143,158,153,122.6,127.9,140.2,195.8,208.8,0,0,0,0,0
258,1,0,0,0,8,24,25,169,175,184,188,188,161.7,190.5,162.1,214.2,221.5,0,0,0,0,0
259,5,1,0,0,2,184,23,356,371,367,366,378,427.4,410.2,421.9,396.5,423.1,0,0,0,1,0
260,5,0,0,0,2,96,24,191,208,189,155,68,138.8,160.3,159.9,170.3,126.7,0,1,0,0,0
261,5,0,0,1,4,64,22,257,257,272,253,243,196.2,187.4,269.1,253.5,252.5,0,0,0,0,0
262,5,0,0,0,3,44,24,139,128,133,126,129,111.4,114.9,64.8,47.6,31.7,0,0,0,0,0
263,4,0,0,0,7,20,17,132,134,143,138,140,113.8,110.5,137.8,119,155.8,0,0,0,0,0
264,4,0,0,0,5,32,12,151,157,156,152,152,139.5,138.5,145.4,170.6,169.2,0,0,0,0,0
265,5,0,0,0,4,36,18,157,156,154,148,137,116.1,72.2,100.1,82.2,123.9,0,0,0,0,0
266,1,0,0,0,3,60,20,170,170,184,179,176,225.5,198.6,194.7,173.5,205.5,0,0,0,0,0
267,2,0,0,0,4,48,17,186,191,189,165,178,120.2,114.1,133.9,169,150.1,0,0,0,0,0
268,4,0,0,1,5,52,22,242,237,240,259,269,257.9,236.2,240.2,279.1,263,0,0,0,0,1
269,3,0,0,1,4,56,25,215,215,212,216,199,164.4,194.3,231.5,237.1,187.1,0,0,0,0,0
270,2,0,0,0,3,56,21,160,152,159,170,172,73.4,57.9,81.7,111.8,137.5,0,0,0,0,0
271,1,0,0,0,3,56,10,182,167,173,182,178,194.2,162.4,131.1,155.7,183,0,0,0,0,0
272,5,0,0,1,2,120,22,229,242,294,265,240,309.5,287,219.3,209.9,209.1,0,0,0,0,1
273,5,0,0,0,5,32,19,148,150,151,150,151,128.8,170.6,159.3,171.2,216.3,0,0,0,0,0
274,1,0,0,0,3,44,17,136,138,127,102,123,144.2,150.6,144.4,140,138.2,0,0,0,0,0
275,4,0,0,0,5,28,17,127,123,119,120,139,128.4,149.7,153,153.7,173,0,0,0,0,0
276,2,0,1,0,5,64,26,290,298,301,303,304,335.3,317,327.8,317.2,339,1,0,0,0,0
277,1,0,0,0,8,20,18,124,133,148,143,139,177.9,177.1,140.6,124.7,105.2,0,0,0,0,0
278,3,0,1,0,1,372,22,369,367,370,375,369,323.3,342.2,370.4,364.7,356.2,0,0,0,1,0
279,3,0,0,0,3,48,29,142,95,36,99,101,88.5,69.4,121.2,149.3,125.3,0,0,0,0,0
280,4,0,0,0,3,48,19,148,154,145,137,142,109.4,167.9,196.9,198.5,197,0,0,0,0,0
281,3,0,0,0,4,44,17,161,143,144,163,161,0,44.5,61.7,127,167.6,0,0,0,0,0
282,2,0,0,0,6,32,15,186,187,171,175,178,195.3,211.6,171.4,182.7,178.4,0,0,0,0,1
283,5,0,1,0,1,360,22,355,351,358,355,356,395.7,389.3,433,393.7,329.4,0,1,0,1,0
284,2,0,0,0,4,44,23,181,181,176,168,166,245.4,178.4,162.3,206,191.8,0,0,0,0,0
285,3,0,0,0,2,104,28,206,163,179,170,208,180.1,159.6,145.3,164.7,195.3,0,0,0,0,0
286,4,1,0,0,4,100,28,394,395,426,478,457,421.5,417.9,405.2,479.3,431.2,0,0,0,1,0
287,4,0,0,0,5,36,20,175,171,170,167,167,209.4,198.1,168.1,159.7,125.7,0,0,0,0,1
288,1,0,0,0,4,44,18,169,167,168,160,178,176.2,182.5,214.1,195.8,206.4,0,0,0,0,0
289,3,0,0,0,1,124,21,122,126,142,133,135,80.5,40.6,58.2,61.7,74,0,1,0,0,0
290,5,0,0,0,3,48,20,123,124,130,133,140,158.7,146.3,119.3,137.4,159,0,0,0,0,0
291,4,0,0,0,2,68,15,148,144,147,135,131,93.6,101.8,117.5,87.9,123,0,0,0,0,0
292,1,0,0,0,2,84,24,171,175,162,168,163,188.4,171.8,94.7,128.1,136.7,0,0,0,0,0
293,2,0,0,1,6,32,16,162,177,179,179,183,219.8,250.9,244,194.2,209.2,0,1,0,1,0
294,3,0,0,1,8,28,30,205,205,206,212,207,181.2,216,226.4,187.2,241.3,1,0,0,1,1
295,1,0,0,0,3,48,23,133,135,129,128,131,89.7,100.3,153.7,153.4,122.8,0,1,0,0,0
296,3,0,0,1,5,36,27,176,175,173,182,175,238.8,196.4,199.1,208.5,161.6,0,0,0,1,0
297,4,0,0,1,10,32,21,287,285,283,291,295,211.3,243.2,287.9,314.1,318.9,0,0,0,1,0
298,2,0,0,1,4,68,30,257,263,254,255,244,235.6,238.6,262.8,276,197.2,0,0,0,0,0
299,3,0,0,1,2,120,22,219,210,240,214,236,210,221.4,221.8,250.9,239.7,0,0,0,1,0
300,4,0,0,0,7,28,19,168,168,168,170,170,135.9,123.6,141.4,167.5,112.7,0,0,0,0,0
301,2,1,0,0,1,608,29,556,597,553,606,529,378.5,389.5,448.1,460.4,497.3,0,0,0,1,0
302,4,0,0,1,1,268,19,265,267,277,266,249,257.1,250.3,213.6,234.4,278.6,0,0,0,0,0
303,5,0,0,0,0,0,15,145,148,146,138,128,95.1,105.1,124.8,160.8,116,0,0,0,0,0
304,3,0,0,0,4,36,22,142,153,148,154,141,135.5,188.7,162.5,193.2,211.5,0,0,0,0,0
305,4,0,0,0,2,68,27,131,133,147,150,140,159.8,121.1,105.3,139.9,133.2,0,0,0,0,0
306,2,0,0,1,3,80,27,242,233,217,235,250,289.3,278.3,258.2,250,241.2,1,0,0,0,0
307,1,0,0,0,3,48,23,135,129,139,142,145,99.7,144.7,144.9,182.6,181.7,0,0,0,0,0
308,2,0,0,1,4,48,16,180,177,183,177,169,205.9,233.7,211.9,216.6,187.2,0,0,0,1,0
309,3,0,0,1,3,112,30,326,329,337,334,325,247,227.2,288.8,324,296.5,0,0,0,0,0
310,4,0,0,0,5,24,24,128,119,123,124,123,115.5,106.9,123.3,136.3,88.4,0,0,0,0,0
311,5,0,0,0,2,84,20,119,137,161,162,155,120.7,160,166.6,153.2,125.8,0,0,0,0,0
312,2,0,0,0,3,48,15,143,144,141,138,135,163.6,152.4,169.6,164.1,164.1,0,0,0,0,0
313,5,0,0,0,1,248,16,221,216,228,247,261,155.5,135.1,188.9,208,257.7,0,0,0,0,0
314,3,0,0,0,1,204,16,160,177,180,195,202,186.9,168,175.2,184.6,250.8,0,0,0,0,0
315,4,0,0,0,4,32,14,147,142,113,135,132,130,146.5,141,146.2,145.4,0,0,0,0,0
316,5,0,0,0,3,48,21,148,139,133,129,134,69.9,59.2,70.8,100.6,142.3,0,0,0,0,0
317,4,0,0,0,3,48,23,141,143,138,147,153,110.9,116.5,108.9,146.7,176.8,0,0,0,0,0
318,1,0,0,0,1,188,23,171,178,179,182,186,199.1,175.3,200.3,191,188.7,0,0,0,0,0
319,1,0,0,0,5,28,17,115,124,133,134,140,138.7,146.9,172.7,142,156,0,0,0,0,0
320,3,0,0,1,7,28,24,188,185,188,191,205,193.1,240.7,240.5,248.2,254.2,0,0,0,0,0
321,4,0,0,0,2,108,25,211,222,220,214,211,186.5,196.8,191.3,192.7,222.1,0,0,0,0,0
322,3,0,0,0,2,68,21,147,132,124,122,124,114.3,102.3,74.2,93.6,95.2,0,0,0,0,0
323,3,0,0,1,4,60,22,220,216,225,221,225,209.1,198.5,201.6,242.5,256,0,0,0,1,0
324,3,0,0,0,7,28,29,170,182,189,181,175,168.9,192.5,154.4,189.9,161.9,0,0,0,0,0
325,1,0,0,1,2,128,20,251,256,257,249,255,280.3,279,285.6,268.6,245.1,1,0,0,1,0
326,5,0,0,0,3,60,21,178,174,175,192,177,135.4,143,182.6,115.9,151.5,0,0,0,0,0
327,1,0,0,0,2,68,15,133,133,132,125,122,137.8,146,120.6,121.6,155.9,0,0,0,0,0
328,1,0,0,0,4,36,17,145,152,145,141,137,104.6,121.5,126.2,149.2,118.8,0,0,0,0,0
329,1,0,0,0,6,24,17,147,154,143,137,131,124.7,80.2,83.6,105.8,100,0,0,0,0,0
330,3,0,0,0,4,40,31,165,168,169,172,153,120.3,125.8,159.5,147.1,159.9,0,0,0,0,0
331,1,0,0,0,2,76,22,146,150,152,148,144,121.2,150.4,128.1,142.8,134,0,0,0,0,0
332,5,0,0,0,5,28,13,120,124,124,135,130,119.2,104.9,121,98.1,146.9,0,0,0,0,0
333,3,0,0,0,6,40,26,220,222,218,215,203,162.8,166,163.4,173.5,210,1,0,0,0,0
334,3,0,0,0,3,60,20,166,175,170,173,166,191.2,199.6,188.6,140.9,136.9,0,0,0,0,0
335,5,0,0,0,2,68,17,128,129,124,127,125,151.9,159.2,109,97.1,84.8,0,0,0,0,0
336,1,0,0,1,5,64,17,195,210,243,316,294,190.1,242.6,220.2,241.6,251.1,0,0,0,1,0
337,4,0,0,0,6,28,26,170,174,168,154,154,137.8,135.6,101.9,100.9,106.1,0,0,0,0,1
338,3,0,1,0,6,68,23,371,391,405,389,384,382.7,341.4,362.1,373.7,409.7,0,0,0,1,0
339,5,0,0,0,2,76,19,105,114,140,159,152,178.2,184.8,157.4,190.7,174.3,0,0,0,0,0
340,2,0,0,1,0,0,22,211,197,194,204,203,216.4,233.9,210,211.9,221.4,0,0,1,0,0
341,2,0,0,0,2,80,16,172,166,159,156,172,162.2,173.8,166.3,178.9,185.9,0,0,0,0,0
342,1,0,0,0,3,60,16,190,170,168,185,190,183.1,152.3,180.2,217.2,216.1,0,0,0,0,0
343,2,0,0,0,4,44,17,182,182,176,174,183,178.6,177.7,171.8,207.2,194.6,0,0,0,0,0
344,1,0,0,0,8,24,21,222,177,171,209,154,102.5,112.1,172.7,131.7,142,0,0,0,0,0
345,5,0,0,1,3,76,23,220,222,217,226,233,211.2,201.8,231.1,234.4,223.1,0,0,0,0,0
346,1,0,0,0,7,24,15,149,138,150,142,127,43.5,53.2,101.2,140.6,120.9,0,0,0,0,0
347,5,0,0,0,5,32,11,143,140,128,128,127,118.2,132.5,151,144.6,136.6,0,0,0,0,0
348,4,0,0,1,1,240,20,239,246,231,231,239,209.6,224.9,222.9,204.2,168.3,0,0,0,1,0
349,2,0,0,0,3,68,19,204,252,233,208,198,148.5,116.5,140.6,223.2,225,0,0,0,0,0
350,5,0,0,0,4,44,14,186,172,168,175,179,151.6,161.4,127.2,153.4,172.3,0,0,0,0,0
351,1,0,0,0,0,0,15,170,168,176,169,188,131.9,155.5,202.9,227.1,250,0,0,0,0,0
352,5,0,0,0,7,28,18,181,175,175,183,174,134.2,121,114.8,142.2,130.5,0,0,0,0,0
353,3,0,0,1,6,28,24,136,148,117,193,250,245.2,244.9,223.7,244.2,219.5,0,0,0,0,0
354,1,0,0,0,5,32,18,146,129,135,142,162,86.9,79.5,91,96.1,141.3,0,1,0,0,0
355,3,0,0,0,2,96,20,187,191,198,200,203,147.4,166,171.5,198.5,226.3,0,0,0,0,0
356,1,0,0,0,5,28,22,138,133,138,139,147,97.8,122.4,121.6,157.4,199.8,0,0,0,0,0
357,3,0,0,0,2,76,11,150,160,174,181,208,171.1,186.6,222.6,225.1,184.9,0,0,0,0,0
358,4,0,0,1,4,48,20,180,175,173,184,170,228.9,227,212.1,211.2,198,0,0,0,0,0
359,3,0,0,0,3,48,19,142,143,135,133,135,131.7,118.6,152.8,127.9,149.8,0,0,0,0,0
360,4,0,0,0,3,48,26,127,134,136,130,128,89.4,64.3,109.9,105.8,107.4,0,0,0,0,0
361,5,0,0,0,1,168,25,166,174,186,191,189,170.3,200.4,182.9,181.4,145.7,0,1,0,0,0
362,1,0,0,0,8,28,20,200,165,165,151,149,202.1,171.3,177.5,126.9,116,0,0,0,0,0
363,3,0,0,0,5,48,20,217,213,211,224,219,189,149.6,196.4,184.4,172.4,0,0,0,0,0
364,2,0,0,1,4,56,15,218,211,219,232,220,197.7,219,262.5,266.7,289.9,1,0,0,1,0
365,2,0,0,0,3,48,19,139,131,136,146,142,160.2,135.6,171.5,183.1,146,0,0,0,0,0
366,4,0,0,1,3,76,22,223,218,233,237,210,277,254.8,236,208.7,215.7,0,0,0,0,0
367,4,0,0,1,5,40,19,184,189,201,211,198,229.7,229.5,207,218.5,216.2,0,0,0,0,0
368,4,0,0,0,0,0,20,133,129,124,121,131,131.2,103.2,64.1,105.1,93,0,0,0,0,0
369,5,0,0,0,6,28,23,156,154,162,169,167,161.5,171.7,177.2,147.3,138,0,0,0,0,0
370,4,0,0,0,3,44,26,136,131,141,140,143,155.3,131.2,198.5,207,216.3,0,0,0,0,0
371,1,0,0,0,4,36,16,141,147,142,147,138,105.1,121,122.1,92.9,115.4,0,0,0,0,0
372,4,0,0,1,2,84,21,165,173,170,171,179,212.2,221.8,181.6,183,207.7,0,0,0,0,0
373,4,0,0,0,6,28,12,146,152,145,144,150,92.8,65.8,90.8,138.2,157.6,0,0,0,0,0
374,2,0,0,1,4,64,24,243,244,247,254,255,197.6,268.8,237.9,219.5,290.3,1,0,0,0,0
375,4,0,0,0,3,48,16,134,155,135,133,135,214.6,146,151.5,160,155.8,0,0,0,0,0
376,1,0,1,0,5,76,29,373,363,376,367,362,404.4,392.2,355.6,369.9,344.1,0,0,0,1,1
377,5,0,1,0,2,156,18,310,321,317,325,328,391.7,365.2,355.6,370,346.7,0,1,0,1,0
378,2,0,0,0,2,88,20,161,163,168,175,173,199.4,234.7,202.4,181.1,157.2,0,0,0,0,0
379,4,0,0,0,5,40,18,123,138,128,172,195,142.4,150,111.2,139.8,158.1,0,0,0,0,0
380,5,0,0,0,5,32,22,145,147,142,132,134,151.7,119.1,100.3,118.1,127.8,0,0,0,0,0
381,5,0,0,0,4,32,13,121,135,145,147,137,152.4,138.2,154.7,131.5,142.5,0,0,0,0,0
382,4,0,0,1,3,64,24,179,187,177,175,184,208.8,191.6,234.1,218.6,221,0,0,0,1,0
383,3,0,0,1,9,32,18,258,265,255,252,242,200.2,198,249.3,235.9,216.3,0,0,0,0,0
384,4,0,0,0,4,36,14,140,140,134,141,150,166.6,175.9,162.2,181.4,204,0,0,0,0,0
385,3,1,0,0,5,76,20,389,373,409,367,372,481.2,453.5,399.2,394,372,0,0,0,0,0
386,5,0,0,0,2,80,15,163,156,156,161,167,120.3,168.8,106.1,75.7,132,0,0,0,0,0
387,4,0,0,0,6,24,22,129,140,137,133,127,100.5,112.1,93.5,109.5,85.2,0,0,0,0,0
388,2,0,0,0,3,44,21,125,135,126,138,156,105.1,150.6,143,168.8,159.8,0,0,0,0,0
389,4,0,0,0,2,88,22,175,172,193,200,212,151,176.8,191.8,169.2,223,0,0,0,0,1
390,4,0,0,1,4,48,19,189,195,185,173,186,211.6,214.9,202.8,207.9,205.9,0,0,0,0,0
391,3,0,0,0,4,48,18,197,178,180,184,179,116.6,130.1,160.1,146.3,170,0,0,0,0,0
392,1,0,0,1,2,140,21,249,268,278,270,275,188.4,211.6,263.6,308.7,263.2,1,0,0,0,0
393,4,0,0,1,2,108,15,222,216,205,201,203,197.6,184.3,215.5,227.9,226.6,1,1,0,0,0
394,1,0,0,1,5,48,19,186,205,224,230,221,209.5,249.9,276.9,266.8,294.3,0,1,0,1,1
395,5,0,0,0,5,40,15,169,167,190,183,175,161.1,171.3,169.1,195.2,163.6,0,0,0,0,0
396,2,0,0,1,3,64,20,173,176,181,181,188,211.8,236.3,201.7,207.2,201.2,0,1,0,0,0
397,2,0,1,0,4,68,28,273,273,268,256,269,304.6,341.9,318.3,321.5,349.8,0,0,0,1,0
398,1,0,0,0,5,28,23,174,150,142,138,153,98.9,117.4,119.1,129.8,155.9,0,0,0,0,0
399,2,0,0,0,4,36,20,137,139,144,151,139,109.6,88,143.8,139.7,125,0,0,0,0,0
400,3,0,1,0,7,56,24,388,365,376,371,365,359.5,392.6,416.4,413.5,377.5,0,0,0,0,0
401,4,0,0,1,5,44,21,198,202,205,205,227,259.1,273.6,269,269.3,295.6,1,0,0,0,1
402,5,0,0,0,4,28,22,104,108,136,137,136,165.4,188.5,179,132.9,103.9,0,0,0,0,0
403,1,0,0,0,2,68,24,134,151,139,153,134,152,156.8,117.4,144.7,177.2,0,0,0,0,0
404,1,0,0,0,7,28,28,168,180,190,174,185,175.7,185.6,201.4,190.7,196,0,0,0,0,0
405,4,0,0,0,1,164,22,173,162,165,168,162,124.1,108,107,113.8,137,0,0,0,0,0
406,4,0,0,0,5,32,17,142,139,147,145,140,104.2,93,147.8,147.4,149,0,0,0,0,0
407,3,0,0,1,3,60,17,174,177,180,174,166,198,211.5,211.3,229.9,169.9,0,0,0,0,0
408,1,0,0,0,6,24,18,136,135,130,122,132,171.8,127.1,130.7,114.1,141.9,0,0,0,0,0
409,1,0,0,0,4,36,20,143,137,138,139,133,174.8,148.3,144,105,89.5,0,0,0,0,0
410,2,0,0,0,2,76,17,116,127,128,132,145,67.9,45.8,108,120.9,155.1,0,0,0,0,0
411,4,0,0,0,5,32,19,175,169,159,167,163,184.9,215.8,199.5,125.4,136.2,0,0,0,0,0
412,1,0,0,0,5,28,25,136,130,128,125,134,165.7,110.9,83.8,120,110.7,0,0,0,0,0
413,2,0,0,0,2,92,24,181,180,154,170,191,129.9,151.7,205.5,191.3,234.3,0,0,0,0,0
414,4,0,0,0,1,128,21,130,125,146,153,155,186.4,177.3,212.1,203.7,183.7,0,0,0,0,0
415,4,0,0,0,2,64,25,110,103,125,109,127,153.9,137.3,88.8,123.1,107.6,0,0,0,0,0
416,2,0,0,0,1,136,23,133,133,140,133,135,142.3,133,137.8,121.1,148.7,0,0,0,0,0
417,2,0,0,1,3,88,25,259,257,256,260,258,273,313.7,284.9,255,271.2,1,0,0,0,0
418,2,0,0,0,8,20,16,159,168,151,156,119,207.6,210.4,174,210.1,164.5,0,0,0,0,0
419,4,0,0,0,2,76,18,130,135,134,147,148,156.4,159.2,165.6,223.1,222.6,0,0,0,0,0
420,1,0,0,0,3,68,22,211,203,200,203,203,145.8,145.1,143.3,184.8,158.5,0,0,0,0,0
421,1,0,0,0,6,24,19,148,139,131,134,132,169.3,165.4,177.3,121.6,139.3,0,0,0,0,0
422,5,0,0,0,4,52,29,207,215,222,221,208,148.6,149.6,150.3,173.9,165.8,0,0,0,0,0
423,5,0,0,0,0,0,29,233,204,206,178,197,216.3,209.9,198.3,167.9,161.7,0,0,0,0,1
424,5,0,0,1,3,84,28,253,245,248,243,246,280.8,293.4,310.3,293.1,246.4,0,0,0,1,0
425,1,0,0,0,3,44,20,136,127,126,131,136,156.8,128.1,151.1,180.2,180,0,0,0,0,0
426,2,0,0,0,5,28,23,120,128,128,138,134,189,152.5,111.7,139.8,109.8,0,0,0,0,1
427,4,0,0,0,1,172,18,193,211,212,172,248,190.8,180.5,194.2,219.8,207.1,0,1,0,0,0
428,2,0,0,0,1,124,24,133,123,124,122,127,46.7,53.4,77.2,87.3,63.5,0,0,0,0,0
429,1,0,0,1,4,48,22,180,180,177,183,180,209.9,193.3,229.6,183.2,201.7,0,0,0,0,0
430,2,0,0,0,4,36,20,130,138,139,142,144,90.8,68.5,68.3,127,137.8,0,0,0,0,0
431,4,0,0,1,4,56,25,196,227,242,218,212,236.7,200.4,202.3,217.4,189.3,0,0,0,1,1
432,2,0,0,0,5,36,27,166,164,176,168,177,205.3,194.8,187.7,177.2,136.4,0,0,0,0,0
433,1,0,0,1,3,76,15,221,222,216,220,227,212.4,239.4,234.4,250.1,244.8,0,0,0,1,0
434,3,0,0,1,4,64,24,240,248,237,249,247,247.7,272.8,261.8,264.3,263.7,0,1,0,0,0
435,4,0,0,0,4,28,20,111,118,106,118,107,74.5,93.3,60.5,70.3,75.7,0,0,0,0,0
436,1,0,0,0,3,48,14,136,141,136,139,150,156.5,180,179.8,180.8,202,0,0,0,0,0
437,4,0,0,0,7,24,16,150,142,136,139,141,127.9,147,142.5,156.9,158.9,0,1,0,0,0
438,2,0,0,0,2,72,20,142,140,141,133,125,154.5,171.6,148.6,106.8,116.3,0,0,0,0,0
439,1,0,0,0,5,40,19,190,187,178,161,165,175.5,137.5,157.3,159.9,183.3,0,1,0,0,0
440,3,0,0,1,8,28,24,205,218,218,213,207,189.4,241,240.5,205.3,206.2,1,0,0,1,1
441,1,0,0,0,3,44,20,125,136,135,133,129,141.5,142.3,108.5,112.8,161,0,0,0,0,0
442,1,0,0,1,5,40,14,176,189,184,184,195,180.3,197.2,196.7,232.8,219.2,0,0,0,1,0
443,5,0,0,0,1,144,16,148,141,163,169,169,158,142.4,148.6,126.1,125.6,0,0,0,0,0
444,5,0,0,0,6,0,18,84,103,88,107,109,179.3,175.5,155.4,122.5,114.3,0,0,0,0,0
445,1,0,0,0,4,36,29,135,138,124,126,128,160.4,117.1,84.3,93.7,97.6,0,0,0,0,0
446,4,0,0,0,4,40,19,152,152,155,157,159,98.6,115,149.3,151.2,188.5,0,0,0,0,0
447,1,0,0,0,5,28,19,134,125,138,140,144,242.7,183.5,119.2,124.7,97.9,0,0,0,0,0
448,2,0,0,0,6,28,23,163,166,174,169,164,106.9,112.4,86.7,93.8,95.6,0,0,0,0,0
449,4,0,0,1,3,64,19,198,190,201,198,209,218.4,242.4,246.7,248.9,212,0,0,0,1,0
450,4,0,0,0,4,36,14,137,166,170,149,140,217.9,212.3,199.8,184.5,114.9,0,0,0,0,0
451,4,0,0,0,6,32,20,136,216,208,184,220,118.4,148.2,146.8,135.2,156.3,0,0,0,0,0
452,4,0,0,0,7,20,19,143,136,129,126,125,134,100.8,111.5,154.4,140.6,0,0,0,0,0
453,1,0,0,1,2,164,27,324,328,347,287,309,282.4,290,315.4,299.7,254.7,0,0,0,0,0
454,1,0,0,0,1,116,16,128,113,123,124,147,113.9,136.6,152,130.8,114.9,0,1,0,0,0
455,4,0,0,0,4,36,25,157,151,148,139,135,141.4,135,128.5,101.7,83.3,0,0,0,0,0
456,4,0,0,0,3,52,20,156,146,154,148,147,175.5,136.4,121.8,149.5,191,0,0,0,0,0
457,2,0,0,1,3,72,22,209,227,214,207,228,222.3,192.6,195.1,211.6,274.1,0,0,0,0,0
458,3,0,0,0,7,20,25,138,128,129,128,131,140.1,119.4,91.5,84,66.3,0,0,0,0,0
459,2,0,0,0,6,20,17,152,136,124,112,112,141.5,175.6,153.2,104,103.9,0,1,0,0,0
460,2,0,0,1,3,72,20,223,217,218,217,215,241,221.7,219.7,230.4,238.6,0,0,0,1,0
461,1,0,0,0,5,28,19,151,138,140,141,130,80.4,105.2,136.3,90.5,96.1,0,0,0,0,1
462,5,0,0,0,5,24,26,124,110,116,123,134,116.7,105.2,136.7,142.9,143.5,0,0,0,0,0
463,3,0,0,0,3,40,22,126,120,124,131,127,208,177.2,174.3,152,77.9,0,0,0,0,0
464,1,0,0,1,1,212,24,197,207,209,204,206,241.4,226.9,261.7,222.2,204.8,0,1,0,0,0
465,3,0,0,0,2,108,21,215,212,197,202,200,224.1,169.3,167.5,185.9,180.8,0,0,0,0,0
466,4,0,0,0,4,32,20,121,125,125,123,126,138.2,110.5,124,99.7,83.5,0,0,0,0,0
467,4,0,0,1,3,64,22,191,191,188,177,177,226.1,180.5,182.7,205.5,219,0,0,0,1,0
468,1,0,0,0,3,60,18,162,177,174,180,172,192.7,184.7,208.9,186.2,158.9,0,0,0,0,0
469,5,0,0,0,9,0,21,149,138,135,122,104,119.8,92.7,79.7,140.6,179.4,0,0,0,0,0
470,4,0,0,1,2,116,24,232,242,250,260,231,219.5,183.7,224.7,196.3,187.8,1,0,0,0,0
471,3,0,0,0,8,20,18,142,140,129,123,127,137.1,151.1,118.3,114.3,93.5,0,0,0,0,0
472,2,0,0,0,1,188,19,181,180,171,175,185,191,183.7,179.5,191,173.3,0,0,0,0,0
473,4,0,0,0,2,72,13,140,143,143,143,136,113.9,96.4,128.2,79.5,97.8,0,0,0,0,0
474,2,0,0,0,5,40,20,194,178,175,178,184,188.5,170.9,214.1,176,181.2,0,0,0,0,0
475,4,0,0,0,4,44,21,171,177,184,190,182,93.9,94.8,176.9,118.8,157.5,0,0,0,0,0
476,1,0,0,1,2,124,20,249,247,252,257,255,206.6,218.1,212,215.4,251.3,1,0,0,0,0
477,3,0,1,0,3,124,27,369,360,358,342,350,356,331.7,310.5,331.5,346.7,0,0,0,1,0
478,3,0,0,0,4,36,17,139,143,144,147,140,151.8,161,176.4,148.7,149.9,0,0,0,0,0
479,1,0,0,0,7,28,19,185,193,181,173,180,144.5,183.3,185.3,157.3,188,0,0,0,0,0
480,4,0,0,0,1,156,17,142,149,153,165,158,98.4,155.5,128.6,174.4,169.6,0,0,0,0,0
481,2,0,0,1,3,96,29,297,285,281,282,280,264.4,306.6,270.1,233.3,275.7,0,0,0,1,0
482,5,0,0,0,1,240,26,239,253,250,240,234,222.7,226.9,168.2,199,170.4,0,0,0,0,0
483,5,0,0,0,1,140,14,140,143,138,140,134,134.7,136.8,145.2,146.8,146.7,0,0,0,0,1
484,1,0,0,0,2,84,15,158,164,169,166,172,210.3,176.2,188.2,163.5,190.3,0,0,0,0,1
485,2,0,0,0,4,44,23,160,162,175,175,158,180.6,179.2,164,128.3,118.1,0,0,0,0,0
486,1,0,0,1,6,40,24,228,236,227,214,230,244.4,247.7,237.1,213.9,209,0,0,0,1,0
487,1,0,0,1,6,36,24,190,191,193,195,194,210,238.8,252.2,221.2,237.2,0,0,0,1,0
488,5,0,1,0,6,52,25,300,310,302,314,284,264.1,295.7,341.1,321.8,341.4,0,0,0,0,0
489,5,0,0,0,4,36,22,135,122,119,131,125,211.1,241.7,157.5,152,126.6,0,1,0,0,0
490,4,0,0,0,4,44,21,186,184,172,173,181,175.7,158.2,128.1,137.6,138.1,0,0,0,0,0
491,5,0,0,0,1,128,18,118,133,130,127,114,153.1,125.7,123.2,88.7,47.5,0,0,0,0,0
492,5,0,0,1,1,252,28,248,252,245,248,247,220.2,234.3,218.7,268.6,255.2,0,0,0,0,0
493,4,0,0,0,6,32,21,174,177,181,185,178,192.1,191,162.8,206.2,198.3,0,0,0,0,0
494,5,0,0,0,2,112,21,222,217,211,209,205,189.3,168.5,165.2,186.6,182.5,0,0,0,0,0
495,5,0,0,0,7,24,18,154,150,161,143,126,113.8,143.9,131.8,147.5,109,0,0,0,0,0
496,1,0,0,0,5,28,7,139,140,137,134,129,118.5,131.7,143.5,107.2,132.7,0,0,0,0,0
497,4,0,0,0,6,32,21,163,169,159,165,163,175.6,142,123.9,104.5,138.1,0,0,0,0,0
498,3,0,0,0,6,32,20,170,169,177,175,177,190.1,148.7,79.6,129.9,163.7,0,0,0,0,0
